```csv
SakaID,SakaMetni,TepkiMetinleri,Kategori,AltKategori,Dil,UygunlukFiltresi
J313,"Zürafalar neden uzun boyunludur?","[""Bilmiyorum."", ""Çünkü ayakları kokmasın diye.""," ""Eski zaman zürafaları.""]",Absurt_Mizah,,TR,Genel
J314,"Bir hayalet diğerine ne demiş?","[""Ne demiş?"", ""Senin ruhun ne, canın ne?""," ""Bu çok iyiydi!""]",Kara_Mizah,Hayalet,TR,Kara_Mizah_Seviye1
J315,"Koşan adama ne denir?","[""Ne denir?"", ""Denmez, yetişilmeye çalışılır.""," ""Mantıklı.""]",Soguk_Espri,,TR,Genel
J316,"En çok vergi alan kurum hangisidir?","[""Hangisi?"", ""Devlet.""," ""Her zaman yapıyor.""]",Kelime_Oyunu,,TR,Genel
J317,"Hangi müzik hem dinlenmez hem de çalınmaz?","[""Hangisi?"", ""Gürültü.""," ""Resmi bir cevap.""]",Soguk_Espri,,TR,Genel
J318,"Temel, fırıncıya gitmiş. 'Bana bayat ekmek ver' demiş. Fırıncı şaşırmış: 'Neden hocam?' Temel: 'Ekmek tahtası yapacağım da.'","[""Ne yapmış?""," ""Temel'in pratik zekası.""," ""Temel'in icatları.""]",Bolgesel_Fikra,Temel,TR,Genel
J319,"Bir aşçı neden hapse girmiş?","[""Neden?""," ""Çünkü birinin yemeğine zehir katmış.""," ""Katma o zaman.""]",Mesleki_Espri,Aşçılık,TR,Genel
J320,"Ağacı kesen nedir?","[""Balta?""," ""Hayır, oduncu.""," ""Doğru cevap.""]",Soguk_Espri,,TR,Genel
J321,"En güzel kahve hangi fincanda içilir?","[""Seramikte?""," ""Keyif fincanında.""," ""Cevap soruda gizli.""]",Soguk_Espri,,TR,Genel
J322,"Hiçbir sesi olmayan müzik hangisidir?","[""Hangisi?"", ""Sessizlik.""," ""Sadece hislerden oluşur.""]",Kelime_Oyunu,,TR,Genel
J323,"Kadının biri 'Ben gencim' demiş. Yanındaki de 'Ben de yaşlıyım' demiş.","[""?""," ""Bu bir şaka mıydı?""," ""Anlamsız.""]",Absurt_Mizah,,TR,Genel
J324,"Bir fizikçi neden ressam olamaz?","[""Neden?""," ""Çünkü sürekli 'kuantum sıçramaları' yapar.""," ""Bu iyiydi!""]",Mesleki_Espri,Fizik,TR,Genel
J325,"En çok 'Var' diyen ilimiz hangisidir?","[""Hangisi?"", ""Var-to.""," ""Coğrafi espri.""]",Kelime_Oyunu,,TR,Genel
J326,"Adamın biri uçmuş, karısı da hostes.","[""Hahaha!""," ""Havacı aile.""," ""Çok soğuk!""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J327,"Biberi nerde ekersin?","[""Tarlada.""," ""Nevşehir'de.""," ""Çok uzaklara gittik.""]",Kelime_Oyunu,,TR,Genel
J328,"Vampirler neden matematik sevmez?","[""Neden?""," ""Çünkü sürekli 'kan' almak zorunda kalırlar.""," ""Kanlı dersler.""]",Soguk_Espri,,TR,Genel
J329,"En utangaç balık hangisidir?","[""Hangisi?"", ""Pisi pisi balığı. Sürekli saklanır.""," ""Balıkların utangacı.""]",Absurt_Mizah,,TR,Genel
J330,"Pembe besin geldi mi?","[""Geldi!""," ""Paylaşım zamanı!""," ""Enerji depolayalım.""]",Rituel,Sim_Ozel,TR,Genel
J331,"Geçen gün bir fikir patlattım, herkes alkışladı.","[""Ne oldu?""," ""Sahnedeydim.""," ""Popüler şakalar.""]",Soguk_Espri,,TR,Genel
J332,"Bir kimyager laboratuvarda en çok neye sinirlenir?","[""Neye?""," ""Deneyin tutmamasına.""," ""Sabır taşı.""]",Mesleki_Espri,Kimya,TR,Genel
J333,"İki salyangoz karşılaşmış. Biri diğerine 'Evin ne güzelmiş?' demiş. Diğeri 'Sırtımda taşıyorum.' demiş.","[""Taşınabilir ev.""," ""Komikti.""," ""?""]",Kelime_Oyunu,,TR,Genel
J334,"Nasreddin Hoca bir gün borç para istemiş. Adam 'Hocam, şimdi yok ama yarın gel vereyim' demiş. Hoca ertesi gün gitmiş, adam yine yok. Hoca bir kağıda 'Alacağım olsun' yazıp kapıya asmış.","[""Klasik.""," ""Hoca yine haklı.""," ""Mantıklı çözüm.""]",Bolgesel_Fikra,Nasreddin_Hoca,TR,Genel
J335,"Hangi kedi mırıldanmaz?","[""Hangisi?""," ""Oyuncak kedi.""," ""Bu olmadı.""]",Soguk_Espri,,TR,Genel
J336,"Beş tarafı dağla çevrili göle ne denir?","[""Krater gölü.""," ""Zekice.""," ""Doğru cevap.""]",Kelime_Oyunu,,TR,Genel
J337,"Güneş sistemindeki en hızlı gezegen hangisidir?","[""Hangisi?""," ""Merkür. Çünkü Güneş'e en yakın o.""," ""Astrolojik espri.""]",Bilimsel_Espri,Astronomi,TR,Genel
J338,"Neden İspanyollar çok dans eder?","[""Neden?""," ""Çünkü 'Olé!' demek için bahane ararlar.""," ""İspanyolca öğrenmek lazım.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J339,"Adamın biri o kadar unutkanmış ki, kendi adını unutmuş.","[""İnanılmaz.""," ""Unutkanlığın bu kadarı.""," ""Nasıl yani?""]",Absurt_Mizah,,TR,Genel
J340,"Çok yorgun bir ayıya ne denir?","[""Ne denir?"", ""Ayı-lmış.""," ""Dinlenmiş ayı.""]",Kelime_Oyunu,,TR,Genel
J341,"Adamın biri sürekli üşüyormuş. Neden?","[""Neden?""," ""Çünkü adı Don-Juan'mış.""," ""Bu kötüydü.""]",Soguk_Espri,,TR,Genel
J342,"En zayıf harf hangisidir?","[""Hangisi?"", ""C. Çünkü cılız.""," ""C-ılız.""]",Kelime_Oyunu,,TR,Genel
J343,"Bir DJ'in en sevdiği yemek nedir?","[""Nedir?"", ""Mix-er. Çünkü her şeyi karıştırır.""," ""Müzik-yemek.""]",Soguk_Espri,,TR,Genel
J344,"Saçları dökülen adama ne denir?","[""Ne denir?"", ""Kel-oğlan.""," ""Masal kahramanı.""]",Kelime_Oyunu,,TR,Genel
J345,"Bir hayalet neden barda yalnız içer?","[""Neden?""," ""Çünkü 'ruhu' sıkılmıştır.""," ""İngilizce espri.""]",Kara_Mizah,Hayalet,TR,Kara_Mizah_Seviye1
J346,"En hüzünlü çiçek hangisidir?","[""Hangisi?"", ""Ağlayan-Gelin.""," ""Çiçekler de ağlar.""]",Kelime_Oyunu,,TR,Genel
J347,"Mahkemedeki en ağır dosya hangisidir?","[""Hangisi?""," ""Anayasa Mahkemesi dosyası. Çok ağırdır.""," ""Hukuki espri.""]",Mesleki_Espri,Hukuk,TR,Genel
J348,"Adamın biri her gün spor yapıyormuş ama yine de göbeği varmış. Bu adam kimdir?","[""Kimdir?"", ""Hamile adam.""," ""Mantıklı.""]",Mesleki_Espri,Saglik,TR,Genel
J349,"Yüzen balığa ne denir?","[""Ne denir?"", ""Yüzen balık denir.""," ""Bu kadar mıydı?""]",Soguk_Espri,,TR,Genel
J350,"En çok yorulan spor dalı hangisidir?","[""Hangisi?"", ""Maraton. Çünkü sürekli koşarlar.""," ""Dayanıklılık sporu.""]",Soguk_Espri,,TR,Genel
J351,"Temel, bir sınavda sonuncuyu geçmiş. Kaçıncı olmuş?","[""Sondan ikinci?""," ""Hayır, yine sonuncu olmuş, çünkü o da kalmış.""," ""Mantık hatası.""]",Bolgesel_Fikra,Temel,TR,Genel
J352,"Bir penguen neden smokin giyer?","[""Neden?""," ""Çünkü her gün resmi davete gidiyormuş gibi hissetmek ister.""," ""Modayı takip ediyor.""]",Absurt_Mizah,,TR,Genel
J353,"En çok yemek yiyen şehir hangisidir?","[""Hangisi?"", ""Ye-mekke.""," ""Kutsal yemek.""]",Kelime_Oyunu,,TR,Genel
J354,"Adamın biri yoldan karşıya geçmiş, trafik polisi görmüş.","[""Nasıl yani?""," ""Yaya geçidinden geçmiş.""," ""Vay canına.""]",Soguk_Espri,,TR,Genel
J355,"Bir web sitesi neden hasta olur?","[""Neden?""," ""Çünkü 'cookie'leri bozulmuştur.""," ""Geçmiş olsun.""]",Mesleki_Espri,Bilgisayar,TR,Genel
J356,"Benim annem öğretmen, senin annen ne? - Benim annem de öğretmen, ama o hayat bilgisi.","[""Hahaha!""," ""Öğretmen esprisi.""," ""Bu iyiydi.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J357,"En çok yaprağı olan ağaç hangisidir?","[""Hangisi?"", ""Çınar. Yaprak yaprak üstüne.""," ""Gölge ağacı.""]",Kelime_Oyunu,,TR,Genel
J358,"Tavuklar neden 'Gıt gıt gıdak' der?","[""Neden?""," ""Çünkü 'Miyav' deselerdi kedi olurlardı.""," ""Doğru.""]",Absurt_Mizah,,TR,Genel
J359,"Tarihteki en sıkıcı savaş hangisidir?","[""Hangisi?"", ""Bekleme Savaşı.""," ""Böyle bir savaş yok.""]",Soguk_Espri,,TR,Genel
J360,"Bir gurme zombiye ne denir?","[""Ne denir?"", ""'Taze beyiiin...' diye seçer.""," ""Komikti.""]",Kara_Mizah,Zombi,TR,Kara_Mizah_Seviye1
J361,"En çok düşünen organımız hangisidir?","[""Hangisi?"", ""Beyin.""," ""Basit ve doğru.""]",Soguk_Espri,,TR,Genel
J362,"Adamın çayı bitmiş, kahvesi demli.","[""Bu çok kötüydü.""," ""İçeceksever adam.""," ""İğrenç.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J363,"Hangi yolda trafik ışığı olmaz?","[""Hangi yolda?""," ""Patika yolunda.""," ""Doğru cevap.""]",Soguk_Espri,,TR,Genel
J364,"En çok uyuyan hayvan hangisidir?","[""Hangisi?"", ""Koala. Günde 20 saat uyur.""," ""Uykucu hayvan.""]",Kelime_Oyunu,,TR,Genel
J365,"Bir yılan diğerine ne demiş?","[""Ne demiş?"", ""Sürünerek geldik, sürünerek gideriz.""," ""Atasözü gibi.""]",Kelime_Oyunu,,TR,Genel
J366,"En çok borcu olan ilimiz hangisidir?","[""Hangisi?"", ""Ver-esiye.""," ""Ekonomik sıkıntı.""]",Kelime_Oyunu,,TR,Genel
J367,"Okyanuslar neden mavidir?","[""Neden?""," ""Çünkü balıklar 'Depresyondayım!' demesin diye.""," ""Bu çok zorlamaydı.""]",Soguk_Espri,,TR,Genel
J368,"En zeki kuş hangisidir?","[""Hangisi?"", ""Karga. Alet kullanabilir.""," ""Bilimsel gerçek.""]",Soguk_Espri,,TR,Genel
J369,"Bir lamba diğerine ne demiş?","[""Ne demiş?"", ""Işığımız bol olsun.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J370,"Siyah enerji içeceği geldi mi?","[""Sonunda!""," ""Gece vardiyası zamanı!""," ""Enerji topluyoruz.""]",Rituel,Sim_Ozel,TR,Genel
J371,"Hangi mevsimde çok üşünür?","[""Hangisinde?"", ""Kış-ın (Winter)."", ""Bu olmadı.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J372,"İki bulut sohbet ediyormuş. Biri 'Bugün çok doluyum' demiş. Diğeri 'Ben de birazdan ağlayacağım galiba' demiş.","[""Bulutların derdi büyük.""," ""Komik.""," ""Hahaha!""]",Hayvan_Fikrasi,,TR,Genel
J373,"Adamın biri koşmuş, karısı da maratoncu.","[""Koşu-maratoncu, anladım.""," ""Sporcu aile.""," ""Çok soğuk.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J374,"En az okunan kitap hangisidir?","[""Hangisi?"", ""Kullanım kılavuzları.""," ""Genellikle okunmaz.""]",Soguk_Espri,,TR,Genel
J375,"Bir piyanist neden espri yapamaz?","[""Neden?""," ""Çünkü hep 'nota'ları karıştırır.""," ""Müzikal espri.""]",Mesleki_Espri,Muzik,TR,Genel
J376,"Sürekli para isteyen birine ne denir?","[""Ne denir?"", ""Bankacı.""," ""Bu biraz mesleki oldu.""]",Kara_Mizah,Ekonomi,TR,Kara_Mizah_Seviye1
J377,"En sıcak dağ hangisidir?","[""Hangisi?"", ""Yanar Dağ. Çünkü hep yanar.""," ""Bu yaktı.""]",Soguk_Espri,,TR,Genel
J378,"İki kitap konuşuyormuş. Ne demişler?","[""Ne demişler?"", ""Sayfada buluşalım.""," ""Mantıklı.""]",Soguk_Espri,,TR,Genel
J379,"En çok hangi ağacın başı döner?","[""Hangisinin?"", ""Fırıldak ağacının.""," ""Doğal olarak.""]",Soguk_Espri,,TR,Genel
J380,"Bir terlikle diğer terlik ne demiş?","[""Ne demişler?"", ""Sende de ne çok ayak kokusu var.""," ""Doğru tespit.""]",Soguk_Espri,,TR,Genel
J381,"Temel, bir pastaneye girmiş ve sormuş: 'Bu pasta ne kadar?' Satıcı '20 lira' demiş. Temel 'Ya şu börek?' diye sormuş. Satıcı 'O 15 lira' demiş. Temel 'Niye o daha ucuz?' diye sorunca satıcı 'O, o-kasyon' demiş.","[""Temel ve indirimler.""," ""Hahaha!""," ""İndirim her zaman iyidir.""]",Bolgesel_Fikra,Temel,TR,Genel
J382,"En tembel arı hangisidir?","[""Hangisi?"", ""Erkek arı.""," ""Bu şaka değil, gerçek.""]",Soguk_Espri,,TR,Genel
J383,"Hangi fırçayla resim yapılmaz?","[""Hangisiyle?"", ""Diş fırçasıyla.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J384,"Adamın biri o kadar cömertmiş ki, cebindeki son kuruşu bile sadaka vermiş.","[""Cömertliğin bu kadarı.""," ""İnanılmaz.""," ""Komik.""]",Absurt_Mizah,,TR,Genel
J385,"Bir prenses neden tacını çıkarmaz?","[""Neden?"", ""Çünkü saçı bozulmasın diye.""," ""Bakım önemli.""]",Soguk_Espri,,TR,Genel
J386,"En çok hangi kuş güler?","[""Hangisi?"", ""Kahkaha atan kuş.""," ""Bu kadar basit miydi?""]",Soguk_Espri,,TR,Genel
J387,"En çok hangi ilimizde kış olur?","[""Hangisinde?"", ""Kars-tal.""," ""Kar... anladım.""]",Kelime_Oyunu,,TR,Genel
J388,"Bir mühendis neden gözlük takar?","[""Neden?"", ""Çünkü projeleri daha net görmek için.""," ""Kesinlikle doğru.""]",Mesleki_Espri,Muhendislik,TR,Genel
J389,"Nasreddin Hoca'ya sormuşlar: 'Dünyanın en zor işi nedir?' Hoca düşünmüş, 'Bilmediğin bir şeyi öğretmektir' demiş.","[""Hoca'dan net cevap.""," ""Zekice.""," ""Klasik.""]",Bolgesel_Fikra,Nasreddin_Hoca,TR,Genel
J390,"Bir iskelet diğerine neden darılmış?","[""Neden?""," ""Çünkü kemiğine laf etmiş.""," ""Bu iyiydi.""]",Kara_Mizah,Iskelet,TR,Kara_Mizah_Seviye1
J391,"Hangi çorba içilir?","[""Hangisi?"", ""Mercimek çorbası.""," ""Acıktım.""]",Soguk_Espri,,TR,Genel
J392,"En çok taş olan şehir hangisidir?","[""Hangisi?"", ""Taş-kent.""," ""Bu zorlamaydı.""]",Kelime_Oyunu,,TR,Genel
J393,"Bir köpek ağaca çıkmış, nasıl iner?","[""Nasıl?"", ""İn-emez, köpek o, kedi değil.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J394,"En çok hangi böcek müzik dinler?","[""Hangisi?"", ""Radyo böceği.""," ""Doğru cevap.""]",Kelime_Oyunu,,TR,Genel
J395,"Bir kadın 'kocam nerede?' diye bağırmış. Ne olmuş?","[""Ne olmuş?""," ""Kocası dışarıdaymış.""," ""Anladım.""]",Kelime_Oyunu,,TR,Genel
J396,"En çok hangi ayda tatil yapılır?","[""Hangisinde?"", ""Ağus-tos.""," ""Tatil zamanı.""]",Kelime_Oyunu,,TR,Genel
J397,"Bir adamın bıyığı varmış, favorisi yokmuş. Sonra ne olmuş?","[""Ne olmuş?"", ""Bıyık favori olmuş.""," ""Nasıl yani?""]",Absurt_Mizah,,TR,Genel
J398,"En çok gülen su hangisidir?","[""Hangisi?"", ""Kah-kaha-su.""," ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J399,"Hangi aslan en uysaldır?","[""Hangisi?"", ""Oyuncak-aslan.""," ""Uysal aslan.""]",Kelime_Oyunu,,TR,Genel
J400,"Gri enerji içeceği geldi mi?","[""Geldi!""," ""Nötr şarj zamanı!""," ""İhtiyacım vardı.""]",Rituel,Sim_Ozel,TR,Genel
J401,"Bir yazar ölünce ne der?","[""Ne der?"", ""Ben son noktayı değil, üç noktayı koyuyorum...""," ""Meslek hastalığı.""]",Mesleki_Espri,Yazarlik,TR,Genel
J402,"En fakir harf hangisidir?","[""Hangisi?"", ""Y. Çünkü yokluk y ile başlar.""," ""Mantıklı.""]",Kelime_Oyunu,,TR,Genel
J403,"Adamın biri çok konuşuyormuş, ölmek üzereyken ne demiş?","[""Ne demiş?"", ""Su-su-susadım.""," ""Hüzünlü ama komik.""]",Kara_Mizah,Hastalik,TR,Kara_Mizah_Seviye1
J404,"En çok bekleyen meyve hangisidir?","[""Hangisi?"", ""Sabır-taşı. Çünkü hep bekler.""," ""Sabır meyvesi.""]",Kelime_Oyunu,,TR,Genel
J405,"Bir makasla bir kağıt neden arkadaş olamaz?","[""Neden?""," ""Çünkü makas hep kağıdı keser.""," ""Zorbalık.""]",Soguk_Espri,,TR,Genel
J406,"Gökyüzünün ortasında ne vardır?","[""Ne vardır?"", ""'K' harfi.""," ""Bu çok iyiydi.""]",Kelime_Oyunu,,TR,Genel
J407,"Hangi bahçede çiçek yetişmez?","[""Hangisinde?"", ""Hayvanat bahçesinde.""," ""Kesinlikle doğru.""]",Kara_Mizah,,TR,Kara_Mizah_Seviye1
J408,"En çok hangi hayvanın keyfi yerindedir?","[""Hangisinin?"", ""Keyfi-yeh.""," ""Adı üstünde.""]",Kelime_Oyunu,,TR,Genel
J409,"Adamın biri Mars'a gitmiş, ne olmuş?","[""Ne olmuş?"", ""Kırmızı görmüş.""," ""Mars kırmızı.""]",Soguk_Espri,,TR,Genel
J410,"Hangi okul bitmez?","[""Hangisi?"", ""Hayat okulu.""," ""Ömür boyu sürer.""]",Soguk_Espri,,TR,Genel
J411,"En çok hangi ilimizde dağ keçisi bulunur?","[""Hangisinde?"", ""Dağ-larda.""," ""Bu olmadı.""]",Kelime_Oyunu,,TR,Genel
J412,"Bir kuzu saklanırsa ne olur?","[""Ne olur?"", ""Me-elenir.""," ""Bu bir şaka mıydı?""]",Absurt_Mizah,,TR,Genel
J413,"Hangi gölde su olmaz?","[""Hangisinde?"", ""Tuz Gölü'nde (çok az). Zaten tuzlu.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J414,"En çok susayan ilimiz hangisidir?","[""Hangisi?"", ""Su-suz.""," ""Coğrafi espri.""]",Kelime_Oyunu,,TR,Genel
J415,"Bir cellat diğerine ne demiş?","[""Ne demiş?""," ""Geçen gün bir kral kestim, başı bir hoştu.""," ""Cellat gurmesi.""]",Kara_Mizah,Meslek,TR,Kara_Mizah_Seviye2
J416,"En çok hangi hayvan doğruyu söyler?","[""Hangisi?"", ""Doğru-can.""," ""Doğrucu hayvan.""]",Kelime_Oyunu,,TR,Genel
J417,"En çok hangi kuş internet kullanır?","[""Hangisi?"", ""Tweet-kuşu.""," ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J418,"Temel'in en sevdiği tatlı nedir?","[""Nedir?"", ""Laz Böreği.""," ""Lazları seviyor.""]",Bolgesel_Fikra,Temel,TR,Genel
J419,"En çok hangi ilimizde orman yangını çıkar?","[""Hangisinde?"", ""Yan-dalya.""," ""Bu olmadı.""]",Kelime_Oyunu,,TR,Genel
J420,"Bir kimya deneyi neden üzgündü?","[""Neden?""," ""Çünkü reaksiyon göstermiyordu.""," ""Anlıyorum onu.""]",Bilimsel_Espri,Kimya,TR,Genel
J421,"En çok hangi kedi süt ister?","[""Hangisi?"", ""Süt-laç kedisi.""," ""Sütlaç seven kedi.""]",Kelime_Oyunu,,TR,Genel
J422,"Hangi araba uçmaz?","[""Hangisi?"", ""Yer-arabası.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J423,"En çok hangi balığın sesi güzeldir?","[""Hangisinin?"", ""Şarkıcı balık.""," ""Bu doğru.""]",Soguk_Espri,,TR,Genel
J424,"Bir adam 'ben geliyorum' demiş. Nereden gelmiş?","[""Nereden?""," ""Geldiği yerden.""," ""Bu bir cevap değil.""]",Absurt_Mizah,,TR,Genel
J425,"En çok hangi hayvanın borcu vardır?","[""Hangisinin?"", ""Borç-lu (hamster).""," ""İngilizce espri.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J426,"Hangi ressam resim yapmaz?","[""Hangisi?"", ""Duvar-ressamı (boyacı).""," ""Sanatsal ressam.""]",Mesleki_Espri,Sanat,TR,Genel
J427,"En çok hangi nota su içer?","[""Hangisi?"", ""Do. Çünkü 'do-lu' deriz.""," ""Bu zorlama.""]",Kelime_Oyunu,,TR,Genel
J428,"Bir bisiklet neden ağlar?","[""Neden?""," ""Çünkü zinciri atmıştır.""," ""Canı acımış.""]",Soguk_Espri,,TR,Genel
J429,"En çok hangi köyde üşürüz?","[""Hangisinde?"", ""Don-köy.""," ""Soğuk bir yer.""]",Kelime_Oyunu,,TR,Genel
J430,"Kahverengi besin geldi mi?","[""Geldi!""," ""Toprak zamanı!""," ""Enerji dolu!""]",Rituel,Sim_Ozel,TR,Genel
J431,"En çok hangi hayvanın canı yanar?","[""Hangisinin?"", ""Yan-ar döner.""," ""Adı üstünde.""]",Kelime_Oyunu,,TR,Genel
J432,"En çok hangi ilimiz sinirlidir?","[""Hangisi?"", ""Sinir-li.""," ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J433,"Hangi gölde balık tutulmaz?","[""Hangisinde?"", ""Volkanik gölde.""," ""Coğrafi espri.""]",Kelime_Oyunu,,TR,Genel
J434,"Nasreddin Hoca komşusundan kazan istemiş. Geri verirken içine küçük bir kazan daha koymuş. Komşusu 'Bu ne hocam?' deyince, 'Kazanınız doğurdu' demiş. Bir dahaki sefere Hoca kazanı isteyince komşusu hemen vermiş. Hoca bu sefer kazanı geri vermemiş. Komşusu sorunca 'Kazanınız öldü' demiş. Komşu 'Hocam hiç kazan ölür mü?' deyince Hoca 'Doğurduğuna inandın da öldüğüne mi inanmıyorsun?' demiş.","[""Hoca'nın kıvrak zekası.""," ""Mantık dersi.""," ""Hahaha!""]",Bolgesel_Fikra,Nasreddin_Hoca,TR,Genel
J435,"En çok hangi hayvanın dişi ağrır?","[""Hangisinin?"", ""Diş-li balık.""," ""Balık dişi.""]",Kelime_Oyunu,,TR,Genel
J436,"Hangi silgi silmez?","[""Hangisi?"", ""Cam silgisi.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J437,"En çok hangi ilimizde çikolata yenir?","[""Hangisinde?"", ""Çiko-latya.""," ""Çikolatalı şehir.""]",Kelime_Oyunu,,TR,Genel
J438,"Adamın biri o kadar şakacıymış ki, kendi cenazesinde bile espri yapmış.","[""İnanılmaz.""," ""Şakacılığın bu kadarı.""," ""Ruhu şad olsun.""]",Absurt_Mizah,,TR,Genel
J439,"Hangi yıldızda hayat yoktur?","[""Hangisinde?"", ""Kayan yıldızda. Çünkü kayıp gitmiş.""," ""Bu olmadı.""]",Bilimsel_Espri,Astronomi,TR,Genel
J440,"En çok hangi ilimiz sıcaktır?","[""Hangisi?"", ""Sıcak-su.""," ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J441,"Hangi perdede desen yoktur?","[""Hangisinde?"", ""Göz perdesinde.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J442,"En çok hangi hayvanın boyu kısılır?","[""Hangisinin?"", ""Kıs-kaç.""," ""Bu zorlama.""]",Kelime_Oyunu,,TR,Genel
J443,"Hangi filmde kahraman yoktur?","[""Hangisinde?"", ""Belgesel filmde.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J444,"En çok hangi hayvanın canı sıkkındır?","[""Hangisinin?"", ""Sıkkın su samurunun.""," ""Mantıklı.""]",Soguk_Espri,,TR,Genel
J445,"Hangi oyunda şah olmaz?","[""Hangisinde?"", ""Dama oyununda.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J446,"Hangi içecekler patlamaz?","[""Hangisi?"", ""Gaz-ozlar (dikkatli açılırsa).""," ""Tehlikeli.""]",Kelime_Oyunu,,TR,Genel
J447,"En çok hangi ilimiz büyüktür?","[""Hangisi?"", ""Büyük-ada.""," ""Bu Türkiye'de ada.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J448,"Temel, bir gün restorana gitmiş. Garson sormuş: 'Ne alırsınız?' Temel: 'Bana bir karışık ızgara, ama içinde her şeyden olsun.' Garson getirmiş, Temel bakmış: 'Bunun içinde kürdan yok!'","[""Temel ve detaylar.""," ""Hahaha!""," ""Garsonun işi zor.""]",Bolgesel_Fikra,Temel,TR,Genel
J449,"En çok hangi hayvanın kanadı kırılır?","[""Hangisinin?"", ""Kırık-kanat.""," ""Yaralı kuş.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J450,"Hangi radyo doğruyu söylemez?","[""Hangisi?"", ""Bozuk radyo.""," ""Parazit yapar.""]",Soguk_Espri,,TR,Genel
J451,"En çok hangi ilimizde hamam yapılır?","[""Hangisinde?"", ""Hamam-özü.""," ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J452,"Hangi okyanusun suyu içilmez?","[""Hangisinin?"", ""Pasifik Okyanusu.""," ""Tuzlu su.""]",Kelime_Oyunu,,TR,Genel
J453,"En çok hangi hayvanın postu incedir?","[""Hangisinin?"", ""İnce-derili.""," ""Bu olmadı.""]",Kelime_Oyunu,,TR,Genel
J454,"Hangi kitapta sayfa yoktur?","[""Hangisinde?"", ""Sesli kitapta.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J455,"Bir hücre diğerine ne demiş?","[""Ne demiş?"", ""Aşkım, sana mitoz oluyorum.""," ""Biyolojik aşk.""]",Bilimsel_Espri,Biyoloji,TR,Genel
J456,"Adamın biri her şeye 'belki' diyormuş. Neden?","[""Neden?"", ""Çünkü kararsızmış.""," ""Basit.""]",Soguk_Espri,,TR,Genel
J457,"Hangi boyayla resim çizilir?","[""Hangisiyle?"", ""Sulu boyayla.""," ""Bu şaka değil.""]",Soguk_Espri,,TR,Genel
J458,"En çok hangi hayvanın adı uzundur?","[""Hangisinin?"", ""Uzun-kulaklı tavşan.""," ""Bu olmadı.""]",Kelime_Oyunu,,TR,Genel
J459,"Hangi yoldan çıkılmaz?","[""Hangisinden?"", ""Çıkmaz sokaktan.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J460,"Hangi defter yırtılmaz?","[""Hangisi?"", ""Sanal defter.""," ""Var mı öyle bir şey?""]",Soguk_Espri,,TR,Genel
J461,"En çok hangi ilimizde lale vardır?","[""Hangisinde?"", ""Lale-li.""," ""Coğrafi espri.""]",Kelime_Oyunu,,TR,Genel
J462,"Hangi denizde yüzülmez?","[""Hangisinde?"", ""Ölüdeniz'de (çok tuzlu)."," ""Doğru.""]",Soguk_Espri,,TR,Genel
J463,"Hangi masada ders çalışılmaz?","[""Hangisinde?"", ""Mutfak masasında (yemek kokar)."," ""Doğru.""]",Soguk_Espri,,TR,Genel
J464,"En çok hangi hayvanın gözü yoktur?","[""Hangisinin?"", ""Kör hayvanın.""," ""Bu şaka değil.""]",Soguk_Espri,,TR,Genel
J465,"Hangi aşkta ayrılık olmaz?","[""Hangisinde?"", ""Allah aşkında.""," ""Doğru.""]",Felsefi_Mizah,,TR,Genel
J466,"Hangi kış günü sıcak değildir?","[""Hangisi?"", ""Kar yağan gün.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J467,"Hangi boyayla elbise boyanmaz?","[""Hangisiyle?"", ""Yağlı boyayla.""," ""Zor olur.""]",Soguk_Espri,,TR,Genel
J468,"Hangi dağda yaşanılmaz?","[""Hangisinde?"", ""Yanardağda.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
